received_at,slot_id,x_m,y_m,observation_count
1785529371.8447304,6751,1.496425640109236,1.5375297199987166,12
1785529371.8447478,6753,1.506696047252277,1.547806063030222,12
1785529371.8447804,6755,1.506667145728173,1.546655008694639,12
1785529371.8447967,6756,1.5066789431322434,1.5440087050341318,12
1785529371.8480086,6757,1.5053730152215212,1.5439962028234977,12
1785529371.8512378,6758,1.5143993055236258,1.5530294416641317,12
1785529371.8538866,6759,1.5144206775322557,1.5489836167567446,12
1785529371.932984,6761,1.512534828176943,1.5489510398709037,12
1785529371.9370453,6764,1.5122709958601652,1.5383843245451878,12
1785529371.9393342,6763,1.5121826122245392,1.538471914819243,12
1785529371.9393759,6766,1.5147790360682325,1.5385064128813144,12
1785529371.9395802,6767,1.5147759109956613,1.5382398869731346,12
1785529371.9396083,6768,1.5147559198645397,1.5420222891714828,12
1785529371.9396672,6769,1.523555831940411,1.5420239810314194,12
1785529371.9397113,6770,1.5207137301631717,1.5391805379916519,12
1785529371.9397626,6771,1.520659059794277,1.5447114648326548,12
1785529371.9397867,6773,1.5209281046917835,1.5447133017302097,12
1785529371.9398098,6775,1.518462245546804,1.547181543330262,12
1785529371.9398565,6777,1.5147383888154007,1.5434555450358407,12
1785529371.9399037,6778,1.5122283106984704,1.5434367285189383,12
1785529371.9399254,6779,1.512223216856857,1.5430816320932907,12
1785529371.9399736,6782,1.513285304348214,1.5441452615407254,12
1785529371.9423091,6783,1.5133125380805201,1.5417688078697434,12
1785529371.9437149,6784,1.5132241624734328,1.5418572020528438,12
1785529371.9438202,6785,1.5133140645632281,1.5418572762377931,12
1785529371.9438922,6788,1.5134115240763868,1.5470087536561012,12
1785529371.9467292,6787,1.5134998977264964,1.5469204606657336,12
1785529371.9684224,6789,1.5075491109284633,1.5409669806248212,12
1785529371.9830859,6790,1.509161250497514,1.5409799482513047,12
1785529371.983593,6791,1.509167300585416,1.5414233568152331,12
1785529371.9836512,6792,1.5091735873187528,1.5411589661827256,12
1785529371.9837039,6793,1.5076033020766821,1.541153778773469,12
1785529371.9837859,6794,1.5045793996996586,1.538128400067159,12
1785529371.983849,6796,1.5037891289622587,1.5389188005406116,12
1785529371.983893,6795,1.5037444276328336,1.5443049281268881,12
1785529371.9839172,6797,1.5058963867159056,1.5443192735291806,12
1785529371.9870822,6799,1.507126877313557,1.543088078840977,12
1785529371.9951642,6801,1.5139568460629522,1.5477113008182886,11
1785529371.9963722,6802,1.5165101043975902,1.5477332223893776,11
1785529371.9964876,6803,1.5163864209379496,1.5417766513694213,11
1785529372.0246274,6804,1.5163954581620869,1.5410731950664218,11
1785529372.0573878,6806,1.5153866639952958,1.5401863314997073,11
1785529372.0592847,6809,1.515896427068566,1.5401900755984355,11
1785529372.059356,6807,1.5159724786476165,1.5313974169092133,11
1785529372.0594592,6808,1.5133703147604787,1.5336796719377572,11
1785529372.059521,6814,1.5104177632376194,1.5336524335153128,11
1785529372.0595465,6815,1.5105523816258184,1.539951662649425,11
1785529372.059565,6818,1.507916092300481,1.5376333100112598,11
1785529372.0596113,6820,1.5079158903263923,1.537633129849605,11
1785529372.0602484,6819,1.5078824576041803,1.5423061032672574,11
1785529372.0650866,6824,1.507852338960165,1.5409765442891545,11
1785529372.06922,6823,1.5083523946028066,1.540537357512962,11
1785529372.0786653,6826,1.5077406533579034,1.5405324034101557,11
1785529372.0788188,6827,1.5078625870821643,1.545674242889152,11
1785529372.0930116,6828,1.5078738028158178,1.5443519998663087,11
1785529372.1234188,6829,1.5092607808143952,1.5443588194303366,11
1785529372.1255114,6830,1.5147275979226928,1.549171340271488,11
1785529372.1256778,6832,1.5211211395313133,1.5435543627424568,11
1785529372.1257741,6831,1.5211542389901473,1.5395165035307146,11
1785529372.125829,6833,1.510959971878913,1.5394024817693213,11
1785529372.1258929,6835,1.5108588746139355,1.5394909464918975,11
1785529372.1259384,6836,1.5108107759158835,1.5370945167362862,11
1785529372.1259742,6840,1.5107915606602402,1.5391203742232922,11
1785529372.1278093,6841,1.5067201947735827,1.5391111849375225,11
1785529372.1325722,6844,1.499421842938267,1.5455212677243941,11
1785529372.1349983,6843,1.4993344640789008,1.5524194769917814,11
1785529372.164365,6845,1.5006633585842735,1.552425184877611,11
1785529372.1923444,6848,1.5007037495560176,1.5540174312500887,11
1785529372.2070794,6847,1.501364894420305,1.5528397663558613,10
1785529372.2071204,6849,1.5045289353057834,1.5556270141168147,11
1785529372.2075016,6851,1.5043359744470186,1.5472135371806572,11
1785529372.2075467,6852,1.5043035047681588,1.5491559440931164,11
1785529372.2076123,6853,1.5048966538131752,1.549155687412775,11
1785529372.2076383,6854,1.4987572010754522,1.5437552145866813,11
1785529372.2076864,6855,1.4987663121392174,1.5431360479088931,11
1785529372.207723,6857,1.5050913451142367,1.5431536746414136,11
1785529372.2077444,6859,1.5074988195628423,1.5410383194371255,11
1785529372.207787,6864,1.507491778296579,1.5414792586550843,11
