method,received_at,east_m,north_m,error_to_rtk_m
Passive DS-TWR,1785766263.070778,0.395424,3.429758,0.020768
Passive DS-TWR,1785766263.144264,0.418272,3.394837,0.057490
Passive DS-TWR,1785766263.147459,0.384363,3.387056,0.046433
Passive DS-TWR,1785766263.204058,0.395365,3.339775,0.094971
Passive DS-TWR,1785766263.242407,0.361908,3.298941,0.134185
Passive DS-TWR,1785766263.243368,0.271759,3.412301,0.105040
Passive DS-TWR,1785766263.248715,0.393241,3.339094,0.095203
Passive DS-TWR,1785766263.277930,0.366539,3.460038,0.028760
Passive DS-TWR,1785766263.300065,0.398278,3.260562,0.173530
Passive DS-TWR,1785766263.320926,0.408488,3.344102,0.094587
Passive DS-TWR,1785766263.378280,0.296368,3.395861,0.086604
Passive DS-TWR,1785766263.378592,0.371828,3.333114,0.099433
Passive DS-TWR,1785766263.391146,0.378650,3.452112,0.019977
Passive DS-TWR,1785766263.512641,0.271681,3.416311,0.104420
Passive DS-TWR,1785766263.512833,0.407638,3.368844,0.071611
Passive DS-TWR,1785766263.555007,0.351263,3.348233,0.087504
Passive DS-TWR,1785766263.571556,0.290216,3.366357,0.107406
Passive DS-TWR,1785766263.640821,0.300270,3.379111,0.091712
Passive DS-TWR,1785766263.684705,0.337968,3.293795,0.143524
Passive DS-TWR,1785766263.684825,0.277940,3.368171,0.116309
Passive DS-TWR,1785766263.725976,0.403861,3.347472,0.089846
Passive DS-TWR,1785766263.752602,0.290650,3.374213,0.102397
Passive DS-TWR,1785766263.772164,0.403830,3.353669,0.083995
Passive DS-TWR,1785766263.774718,0.307996,3.438681,0.067128
Passive DS-TWR,1785766263.842620,0.344758,3.270694,0.164580
Passive DS-TWR,1785766263.843093,0.274721,3.349561,0.130010
Passive DS-TWR,1785766263.843217,0.417610,3.428815,0.042930
Passive DS-TWR,1785766263.947121,0.286632,3.346270,0.123355
Passive DS-TWR,1785766263.991380,0.413194,3.425085,0.039066
Passive DS-TWR,1785766263.991634,0.326996,3.308554,0.132860
Passive DS-TWR,1785766264.039902,0.396162,3.433177,0.021334
Passive DS-TWR,1785766264.051297,0.359963,3.309056,0.124338
Passive DS-TWR,1785766264.176957,0.387648,3.415054,0.021645
Passive DS-TWR,1785766264.266644,0.388873,3.288708,0.144476
Passive DS-TWR,1785766264.274997,0.285968,3.361193,0.113942
Passive DS-TWR,1785766264.333909,0.287307,3.402292,0.092597
Passive DS-TWR,1785766264.352543,0.382108,3.357205,0.075647
Passive DS-TWR,1785766264.352713,0.385247,3.426189,0.012173
Passive DS-TWR,1785766264.397061,0.281145,3.355362,0.121363
Passive DS-TWR,1785766264.400284,0.416961,3.434957,0.042194
Passive DS-TWR,1785766264.414790,0.316620,3.430439,0.058255
Passive DS-TWR,1785766264.453927,0.285132,3.303147,0.157416
Passive DS-TWR,1785766264.454504,0.297403,3.320657,0.136035
Passive DS-TWR,1785766264.499700,0.324657,3.306845,0.135306
Passive DS-TWR,1785766264.541325,0.281199,3.389162,0.103183
Passive DS-TWR,1785766264.541554,0.412590,3.354013,0.087095
Passive DS-TWR,1785766264.542978,0.365079,3.446685,0.017217
Passive DS-TWR,1785766264.575353,0.369371,3.265917,0.166674
Passive DS-TWR,1785766264.590133,0.318665,3.377679,0.078491
Passive DS-TWR,1785766264.590664,0.421662,3.399649,0.057199
Passive DS-TWR,1785766264.606194,0.379948,3.387497,0.045294
Passive DS-TWR,1785766264.818175,0.360079,3.286546,0.146700
Passive DS-TWR,1785766264.927186,0.378518,3.425721,0.007714
Passive DS-TWR,1785766264.947763,0.324455,3.292482,0.148808
Passive DS-TWR,1785766264.979429,0.279988,3.362693,0.117771
Passive DS-TWR,1785766265.044013,0.293003,3.390443,0.092011
Passive DS-TWR,1785766265.044294,0.411524,3.380238,0.063854
Passive DS-TWR,1785766265.095432,0.299823,3.369787,0.097777
Passive DS-TWR,1785766265.160533,0.289886,3.398330,0.091568
Passive DS-TWR,1785766265.188231,0.399084,3.374965,0.062436
Passive DS-TWR,1785766265.240566,0.272051,3.431775,0.102790
Passive DS-TWR,1785766265.251814,0.398799,3.311274,0.123572
Passive DS-TWR,1785766265.284932,0.281165,3.349307,0.125284
Passive DS-TWR,1785766265.309804,0.405291,3.336377,0.100833
Passive DS-TWR,1785766265.326319,0.387754,3.447587,0.019859
Passive DS-TWR,1785766265.367605,0.399328,3.303626,0.131181
Passive DS-TWR,1785766265.415442,0.298167,3.360866,0.104929
Passive DS-TWR,1785766265.452168,0.420425,3.378171,0.070922
Passive DS-TWR,1785766265.480792,0.294727,3.381972,0.094716
Passive DS-TWR,1785766265.494502,0.382816,3.377380,0.055695
Passive DS-TWR,1785766265.542144,0.355017,3.325040,0.109274
Passive DS-TWR,1785766265.559057,0.397714,3.362318,0.073818
Passive DS-TWR,1785766265.718203,0.365749,3.437262,0.010261
Passive DS-TWR,1785766265.807427,0.286639,3.329956,0.135258
Passive DS-TWR,1785766265.807610,0.390873,3.348733,0.085289
Passive DS-TWR,1785766265.836065,0.305720,3.410342,0.072584
Passive DS-TWR,1785766265.846060,0.372833,3.319821,0.112698
Passive DS-TWR,1785766265.871614,0.295491,3.374993,0.097996
Passive DS-TWR,1785766266.092622,0.335150,3.400859,0.050758
Passive DS-TWR,1785766266.142249,0.385251,3.410162,0.024647
Passive DS-TWR,1785766266.190423,0.336339,3.292865,0.144847
Passive DS-TWR,1785766266.195620,0.300217,3.351941,0.109810
Passive DS-TWR,1785766266.206727,0.378532,3.436502,0.005445
Passive DS-TWR,1785766266.299123,0.359726,3.312005,0.121440
Passive DS-TWR,1785766266.534465,0.347194,3.424628,0.028744
Passive DS-TWR,1785766266.586530,0.423409,3.279157,0.160853
Passive DS-TWR,1785766266.591590,0.327674,3.482298,0.068587
Passive DS-TWR,1785766266.700298,0.302607,3.358369,0.103504
Passive DS-TWR,1785766266.745415,0.354003,3.286054,0.147922
Passive DS-TWR,1785766266.756606,0.276498,3.427030,0.098493
Passive DS-TWR,1785766266.766703,0.391215,3.383809,0.051372
Passive DS-TWR,1785766266.817666,0.372154,3.277757,0.154768
Passive DS-TWR,1785766266.819883,0.282809,3.377929,0.106993
Passive DS-TWR,1785766266.882441,0.332835,3.287934,0.150546
Passive DS-TWR,1785766266.933470,0.296446,3.448722,0.080053
Passive DS-TWR,1785766267.062938,0.361728,3.303952,0.129216
Passive DS-TWR,1785766267.063163,0.296683,3.356447,0.109053
Passive DS-TWR,1785766267.063370,0.376065,3.405152,0.027377
Passive DS-TWR,1785766267.063485,0.325001,3.282045,0.158495
Passive DS-TWR,1785766267.075577,0.308246,3.354626,0.102466
Passive DS-TWR,1785766267.087062,0.403220,3.337619,0.099037
Passive DS-TWR,1785766267.334731,0.288014,3.363103,0.111151
Passive DS-TWR,1785766267.379512,0.404436,3.359793,0.078502
Passive DS-TWR,1785766267.380875,0.364378,3.293764,0.139132
Passive DS-TWR,1785766267.407800,0.292859,3.422836,0.082548
Passive DS-TWR,1785766267.440166,0.402005,3.384284,0.055343
Passive DS-TWR,1785766267.491161,0.289252,3.375627,0.102761
Passive DS-TWR,1785766267.571985,0.369961,3.340836,0.091795
Passive DS-TWR,1785766267.616390,0.291198,3.350728,0.116973
Passive DS-TWR,1785766267.617830,0.311808,3.374240,0.085833
Passive DS-TWR,1785766267.679403,0.334928,3.432622,0.039910
Passive DS-TWR,1785766267.717982,0.319438,3.317029,0.128075
Passive DS-TWR,1785766267.718680,0.243580,3.367306,0.146557
Passive DS-TWR,1785766267.728746,0.370908,3.465451,0.033183
Passive DS-TWR,1785766267.757348,0.409295,3.439601,0.035180
Passive DS-TWR,1785766267.763985,0.392873,3.280290,0.153276
Passive DS-TWR,1785766267.797254,0.314262,3.370236,0.086871
Passive DS-TWR,1785766267.813930,0.404971,3.370231,0.069178
Passive DS-TWR,1785766267.829706,0.375060,3.270378,0.162123
Passive DS-TWR,1785766268.005399,0.398943,3.328680,0.106583
Passive DS-TWR,1785766268.005630,0.341552,3.440212,0.034168
Passive DS-TWR,1785766268.066357,0.321714,3.417908,0.055092
Passive DS-TWR,1785766268.141232,0.399607,3.340516,0.095261
Passive DS-TWR,1785766268.143946,0.334431,3.381639,0.064959
Passive DS-TWR,1785766268.195883,0.382040,3.328396,0.104354
Passive DS-TWR,1785766268.276006,0.326310,3.358963,0.088107
Passive DS-TWR,1785766268.319057,0.396009,3.245487,0.188209
Passive DS-TWR,1785766268.371804,0.280108,3.426746,0.094905
Passive DS-TWR,1785766268.430606,0.437681,3.400349,0.070590
Passive DS-TWR,1785766268.475620,0.348493,3.448273,0.030706
Passive DS-TWR,1785766268.532190,0.351447,3.396535,0.042904
Passive DS-TWR,1785766268.532474,0.364912,3.296372,0.136491
Passive DS-TWR,1785766268.575458,0.370739,3.422213,0.011075
Passive DS-TWR,1785766268.679056,0.349781,3.314945,0.120198
Passive DS-TWR,1785766268.679182,0.281934,3.328267,0.139629
Passive DS-TWR,1785766268.688842,0.421749,3.386300,0.065842
Passive DS-TWR,1785766268.731163,0.355560,3.296865,0.136999
Passive DS-TWR,1785766268.739743,0.281057,3.404337,0.097919
Passive DS-TWR,1785766268.751312,0.421106,3.459018,0.053327
Passive DS-TWR,1785766268.780977,0.369549,3.443292,0.012018
Passive DS-TWR,1785766268.818861,0.332782,3.306942,0.132416
Passive DS-TWR,1785766268.960874,0.436260,3.403275,0.068021
Passive DS-TWR,1785766268.961080,0.342109,3.403181,0.043942
Passive DS-TWR,1785766268.998101,0.339781,3.326882,0.111286
Passive DS-TWR,1785766269.008080,0.396680,3.353209,0.082245
Passive DS-TWR,1785766269.067808,0.286886,3.431384,0.087959
Passive DS-TWR,1785766269.149524,0.275329,3.364426,0.120567
Passive DS-TWR,1785766269.149637,0.404035,3.356474,0.081441
Passive DS-TWR,1785766269.150694,0.373510,3.442533,0.010120
Passive DS-TWR,1785766269.300063,0.407421,3.355036,0.084039
Passive DS-TWR,1785766269.348795,0.413491,3.324050,0.115133
Passive DS-TWR,1785766269.388024,0.348180,3.301300,0.133882
Passive DS-TWR,1785766269.391094,0.396131,3.340616,0.094321
Passive DS-TWR,1785766269.459776,0.300448,3.395528,0.083072
Passive DS-TWR,1785766269.621416,0.289947,3.433292,0.084896
Passive DS-TWR,1785766269.645635,0.286287,3.407624,0.091980
Passive DS-TWR,1785766269.647015,0.404879,3.337002,0.100113
Passive DS-TWR,1785766269.730387,0.392308,3.445471,0.021758
Passive DS-TWR,1785766269.771564,0.330892,3.305444,0.134443
Passive DS-TWR,1785766269.772420,0.284389,3.431906,0.090452
Passive DS-TWR,1785766269.774925,0.411921,3.368850,0.073666
Passive DS-TWR,1785766269.806956,0.368932,3.426456,0.008452
Passive DS-TWR,1785766269.894280,0.307895,3.383925,0.082711
Passive DS-TWR,1785766269.998334,0.313315,3.301263,0.144944
Passive DS-TWR,1785766269.998415,0.283028,3.356935,0.118909
Passive DS-TWR,1785766270.095242,0.314165,3.398586,0.069509
Passive DS-TWR,1785766270.140726,0.346065,3.275332,0.159781
Passive DS-TWR,1785766270.195718,0.411671,3.392689,0.054237
Passive DS-TWR,1785766270.213541,0.288387,3.397145,0.093402
Passive DS-TWR,1785766270.302738,0.420481,3.401525,0.055161
Passive DS-TWR,1785766270.339792,0.281840,3.383225,0.105247
Passive DS-TWR,1785766270.375304,0.390991,3.411778,0.026275
Passive DS-TWR,1785766270.388254,0.339648,3.345011,0.094303
Passive DS-TWR,1785766270.425442,0.412548,3.301436,0.136382
Passive DS-TWR,1785766270.430500,0.376109,3.426714,0.005925
Passive DS-TWR,1785766270.478897,0.399255,3.412661,0.031461
Passive DS-TWR,1785766270.494380,0.323191,3.450445,0.054676
Passive DS-TWR,1785766270.523832,0.317291,3.328465,0.118893
Passive DS-TWR,1785766270.533936,0.301360,3.395055,0.082470
Passive DS-TWR,1785766270.664053,0.280222,3.399058,0.100353
Passive DS-TWR,1785766270.673269,0.370107,3.347740,0.084893
Passive DS-TWR,1785766270.712133,0.377037,3.288773,0.143745
Passive DS-TWR,1785766270.734872,0.272790,3.434851,0.102075
Passive DS-TWR,1785766270.751587,0.437587,3.459507,0.068313
Passive DS-TWR,1785766270.751672,0.302177,3.433011,0.072663
Passive DS-TWR,1785766270.799278,0.291243,3.323317,0.137512
Passive DS-TWR,1785766270.799438,0.243896,3.402829,0.134262
Passive DS-TWR,1785766270.962775,0.411156,3.360643,0.080515
Passive DS-TWR,1785766271.007788,0.411094,3.375325,0.067702
Passive DS-TWR,1785766271.008034,0.318138,3.428451,0.056845
Passive DS-TWR,1785766271.048727,0.299260,3.308266,0.145419
Passive DS-TWR,1785766271.085265,0.406898,3.299408,0.136900
Passive DS-TWR,1785766271.099388,0.304892,3.307244,0.143464
Passive DS-TWR,1785766271.159623,0.325663,3.434201,0.049205
Passive DS-TWR,1785766271.159991,0.313258,3.285815,0.159088
Passive DS-TWR,1785766271.171977,0.293472,3.369879,0.102675
Passive DS-TWR,1785766271.238716,0.310148,3.357264,0.099225
Passive DS-TWR,1785766271.259147,0.285479,3.414739,0.091108
Passive DS-TWR,1785766271.259383,0.394092,3.323486,0.110703
Passive DS-TWR,1785766271.262416,0.356226,3.419154,0.022904
Passive DS-TWR,1785766271.301939,0.335799,3.309578,0.128974
Passive DS-TWR,1785766271.316028,0.290288,3.369880,0.105215
Passive DS-TWR,1785766271.360105,0.411086,3.388474,0.057029
Passive DS-TWR,1785766271.689773,0.274566,3.451603,0.102076
Passive DS-TWR,1785766271.736196,0.370673,3.430800,0.004500
Passive DS-TWR,1785766271.748161,0.273453,3.333000,0.142055
Passive DS-TWR,1785766271.797704,0.343991,3.437572,0.031262
Passive DS-TWR,1785766271.797955,0.249606,3.347516,0.151347
Passive DS-TWR,1785766272.005547,0.292686,3.375108,0.100216
Passive DS-TWR,1785766272.008073,0.337755,3.286528,0.150610
Passive DS-TWR,1785766272.191687,0.345236,3.306357,0.129571
Passive DS-TWR,1785766272.353971,0.346805,3.438177,0.028602
Passive DS-TWR,1785766272.399457,0.302708,3.407055,0.076487
Passive DS-TWR,1785766272.414249,0.349295,3.439286,0.026429
Passive DS-TWR,1785766272.445021,0.306887,3.347269,0.109005
Passive DS-TWR,1785766272.451528,0.266416,3.343285,0.140410
Passive DS-TWR,1785766272.487719,0.400306,3.352408,0.084045
Passive DS-TWR,1785766272.500357,0.296425,3.316708,0.139846
Passive DS-TWR,1785766272.540001,0.376827,3.410350,0.022241
Passive DS-TWR,1785766272.581933,0.296986,3.386886,0.090232
Passive DS-TWR,1785766272.591129,0.389384,3.309008,0.124347
Passive DS-TWR,1785766272.624544,0.428527,3.403517,0.061013
Passive DS-TWR,1785766272.666805,0.426645,3.431311,0.051820
Passive DS-TWR,1785766272.776873,0.270397,3.308283,0.162291
Passive DS-TWR,1785766272.818630,0.407856,3.350128,0.088744
Passive DS-TWR,1785766272.821321,0.344036,3.316063,0.120444
Passive DS-TWR,1785766272.835652,0.256620,3.456998,0.120730
Passive DS-TWR,1785766272.867504,0.394282,3.426193,0.020441
Passive DS-TWR,1785766272.867626,0.372100,3.474138,0.041727
Passive DS-TWR,1785766272.929387,0.271717,3.318302,0.153869
Passive DS-TWR,1785766272.971311,0.272647,3.396459,0.108361
Passive DS-TWR,1785766272.974918,0.419561,3.403116,0.053512
Passive DS-TWR,1785766273.090762,0.290030,3.430326,0.084836
Passive DS-TWR,1785766273.090980,0.332122,3.405260,0.050663
Passive DS-TWR,1785766273.233519,0.397576,3.365963,0.070316
Passive DS-TWR,1785766273.268357,0.355216,3.422033,0.022240
Passive DS-TWR,1785766273.268633,0.354533,3.285461,0.148436
Passive DS-TWR,1785766273.311250,0.289635,3.377093,0.101635
Passive DS-TWR,1785766273.311408,0.312597,3.413304,0.065135
Passive DS-TWR,1785766273.352371,0.345188,3.353185,0.084678
Passive DS-TWR,1785766273.352473,0.276525,3.432368,0.098314
Passive DS-TWR,1785766273.394120,0.409431,3.353977,0.085807
Passive DS-TWR,1785766273.440120,0.383616,3.308021,0.124789
Passive DS-TWR,1785766273.716014,0.359397,3.293179,0.140175
Passive DS-TWR,1785766273.746841,0.292786,3.375097,0.100140
Passive DS-TWR,1785766273.757584,0.433927,3.402104,0.066449
Passive DS-TWR,1785766273.791387,0.361298,3.291467,0.141683
Passive DS-TWR,1785766273.872947,0.284117,3.349202,0.123164
Passive DS-TWR,1785766273.873131,0.418298,3.371528,0.074877
Passive DS-TWR,1785766273.898530,0.331543,3.443014,0.044554
Passive DS-TWR,1785766273.979049,0.372384,3.290465,0.142057
Passive DS-TWR,1785766273.992834,0.290733,3.426909,0.084291
Passive DS-TWR,1785766274.191147,0.244335,3.471399,0.136177
Passive DS-TWR,1785766274.208610,0.329917,3.438063,0.045265
Passive DS-TWR,1785766274.241328,0.354820,3.324777,0.109569
Passive DS-TWR,1785766274.285487,0.356290,3.441226,0.020498
Passive DS-TWR,1785766274.327493,0.287958,3.352372,0.118191
Passive DS-TWR,1785766274.335923,0.344450,3.436416,0.030639
Passive DS-TWR,1785766274.368516,0.328714,3.328715,0.113574
Passive DS-TWR,1785766274.371621,0.283685,3.366018,0.112823
Passive DS-TWR,1785766274.382928,0.394492,3.349512,0.085285
Passive DS-TWR,1785766274.441122,0.260497,3.396460,0.119887
Passive DS-TWR,1785766274.548970,0.423154,3.366795,0.081558
Passive DS-TWR,1785766274.581316,0.291796,3.391635,0.092554
Passive DS-TWR,1785766274.623879,0.434884,3.440492,0.060575
Passive DS-TWR,1785766274.634082,0.272756,3.393842,0.109158
Passive DS-TWR,1785766274.665518,0.330552,3.425161,0.044890
Passive DS-TWR,1785766274.718716,0.386879,3.397648,0.036874
Passive DS-TWR,1785766274.751443,0.370631,3.304025,0.128546
Passive DS-TWR,1785766274.755874,0.285387,3.344010,0.125827
Passive DS-TWR,1785766274.792807,0.405745,3.378794,0.061965
Passive DS-TWR,1785766274.792959,0.326117,3.454586,0.053493
Passive DS-TWR,1785766274.841856,0.373205,3.342995,0.089521
Passive DS-TWR,1785766274.905638,0.414589,3.335328,0.104989
Passive DS-TWR,1785766274.911253,0.365206,3.465069,0.033962
Passive DS-TWR,1785766274.940754,0.296725,3.324734,0.133100
Passive DS-TWR,1785766274.981584,0.396751,3.419354,0.025554
Passive DS-TWR,1785766275.025537,0.267813,3.326840,0.150395
Passive DS-TWR,1785766275.061063,0.432475,3.424558,0.058182
Passive DS-TWR,1785766275.124852,0.322671,3.289168,0.152531
Passive DS-TWR,1785766275.125060,0.283471,3.367358,0.112213
Passive DS-TWR,1785766275.125229,0.398925,3.351161,0.084832
Passive DS-TWR,1785766275.125421,0.390505,3.453273,0.026017
Passive DS-TWR,1785766275.218216,0.283655,3.344438,0.126766
Passive DS-TWR,1785766275.258580,0.377328,3.428610,0.004619
Passive DS-TWR,1785766275.259424,0.288301,3.322732,0.139779
Passive DS-TWR,1785766275.316514,0.313412,3.300204,0.145862
Passive DS-TWR,1785766275.345295,0.276730,3.406757,0.101430
Passive DS-TWR,1785766275.388927,0.373614,3.305664,0.126844
Passive DS-TWR,1785766275.395572,0.305136,3.359791,0.100724
Passive DS-TWR,1785766275.482878,0.381297,3.365138,0.067673
Passive DS-TWR,1785766275.606861,0.293623,3.357089,0.110829
Passive DS-TWR,1785766275.646450,0.339560,3.297925,0.139124
Passive DS-TWR,1785766275.652094,0.280528,3.343107,0.129946
Passive DS-TWR,1785766275.688615,0.399746,3.278257,0.156243
Passive DS-TWR,1785766275.688853,0.306564,3.413732,0.070808
Passive DS-TWR,1785766275.700119,0.330981,3.330960,0.110608
Passive DS-TWR,1785766275.763816,0.345253,3.436966,0.029921
Passive DS-TWR,1785766275.774292,0.395767,3.296555,0.137548
Passive DS-TWR,1785766275.828261,0.360781,3.303730,0.129537
Passive DS-TWR,1785766275.858588,0.445130,3.381070,0.087098
Passive DS-TWR,1785766275.902640,0.350511,3.289931,0.144631
Passive DS-TWR,1785766275.919765,0.252239,3.393558,0.128636
Passive DS-TWR,1785766275.930289,0.375312,3.290408,0.142095
Passive DS-TWR,1785766275.974708,0.328786,3.301856,0.138524
Passive DS-TWR,1785766275.974854,0.313312,3.355486,0.098574
Passive DS-TWR,1785766276.019723,0.312469,3.339133,0.112283
Passive DS-TWR,1785766276.060156,0.273279,3.348468,0.131818
Passive DS-TWR,1785766276.061465,0.394769,3.327240,0.107132
Passive DS-TWR,1785766276.083991,0.391960,3.440751,0.019006
Passive DS-TWR,1785766276.121573,0.265649,3.397521,0.114656
Passive DS-TWR,1785766276.121915,0.408244,3.357585,0.082027
Passive DS-TWR,1785766276.163581,0.369615,3.269993,0.162592
Passive DS-TWR,1785766276.332462,0.408189,3.323745,0.113755
Passive DS-TWR,1785766276.374165,0.343859,3.307668,0.128621
Passive DS-TWR,1785766276.374296,0.399116,3.343646,0.092113
Passive DS-TWR,1785766276.403151,0.352361,3.425151,0.023648
Passive DS-TWR,1785766276.422545,0.280355,3.407702,0.097684
Passive DS-TWR,1785766276.431230,0.396326,3.402096,0.037232
Passive DS-TWR,1785766276.464618,0.354936,3.396776,0.040895
Passive DS-TWR,1785766276.494332,0.299259,3.366462,0.100367
Passive DS-TWR,1785766276.560875,0.419293,3.304002,0.135972
Passive DS-TWR,1785766276.683945,0.285553,3.428126,0.089392
Passive DS-TWR,1785766276.684143,0.389642,3.339837,0.093839
Passive DS-TWR,1785766276.684264,0.315927,3.344914,0.105557
Passive DS-TWR,1785766276.720293,0.290494,3.412184,0.086757
Passive DS-TWR,1785766276.721606,0.422749,3.411647,0.052253
